trustor_id,trustee_id
19682,9830
15087,9830
4431,9830
18527,9830
2930,9830
11670,9830
632,9830
795,9830
11828,9830
10855,9830
10632,9830
17763,9830
251,9830
17677,9830
16144,9830
8563,9830
20771,9830
16373,9830
16114,9830
16215,9830
1211,9830
7244,9830
4893,9830
12946,9830
11935,9830
19055,9830
6136,9830
13567,9830
70,9830
7979,9830
7588,9830
13857,9830
12292,9830
7080,9830
10713,9830
10787,9830
4554,9830
18453,9830
20972,9830
20169,9830
17204,9830
15456,9830
12786,9830
11550,9830
4028,9830
10871,9830
4944,9830
14565,9830
19954,9830
10655,9830
4602,9830
6513,9830
17215,9830
7400,9830
19899,9830
11528,9830
8132,9830
19645,9830
10593,9830
13214,9830
1571,9830
7758,9830
6700,9830
7651,9830
13692,9830
3236,9830
15240,9830
1541,9830
17633,9830
21753,9830
9035,9830
15933,9830
18257,9830
14863,9830
263,9830
20063,9830
4660,9830
78,9830
18461,9830
21321,9830
13238,9830
9244,9830
5875,9830
768,9830
6425,9830
14772,9830
16651,9830
12803,9830
4529,9830
1192,9830
15259,9830
12794,9830
14216,9830
13436,9830
9260,9830
10464,9830
8194,9830
11680,9830
2895,9830
19463,9830
6874,9830
13960,9830
16710,9830
21066,9830
17053,9830
5722,9830
755,9830
9779,9830
16068,9830
16321,9830
14146,9830
7799,9830
20635,9830
13399,9830
16879,9830
1463,9830
19506,9830
8241,9830
258,9830
5253,9830
15715,9830
15417,9830
2759,9830
11260,9830
5312,9830
11264,9830
15835,9830
13000,9830
17666,9830
8154,9830
5600,9830
20700,9830
13352,9830
9374,9830
14546,9830
10275,9830
9797,9830
3503,9830
15217,9830
14305,9830
17029,9830
16083,9830
18052,9830
4113,9830
7778,9830
3271,9830
5533,9830
9308,9830
10971,9830
20510,9830
21148,9830
11539,9830
4180,9830
9422,9830
14285,9830
5281,9830
12274,9830
13011,9830
13611,9830
3847,9830
11016,9830
20479,9830
5048,9830
7351,9830
12365,9830
18740,9830
2049,9830
11407,9830
21552,9830
12894,9830
9345,9830
1544,9830
14560,9830
19039,9830
3295,9830
209,9830
6114,9830
11130,9830
12015,9830
11668,9830
13587,9830
6647,9830
21824,9830
966,9830
756,9830
21714,9830
20260,9830
3523,9830
15056,9830
1681,9830
2390,9830
2416,9830
12631,9830
7576,9830
9694,9830
11873,9830
18840,9830
8782,9830
3508,9830
9506,9830
9761,9830
4019,9830
5446,9830
16452,9830
13359,9830
7776,9830
19662,9830
13566,9830
877,9830
12518,9830
18142,9830
13465,9830
2224,9830
14500,9830
9540,9830
2514,9830
18364,9830
10550,9830
2190,9830
18926,9830
14631,9830
9112,9830
12445,9830
13160,9830
17089,9830
14432,9830
8055,9830
12301,9830
4594,9830
10314,9830
21081,9830
8717,9830
3905,9830
2808,9830
9583,9830
10896,9830
17181,9830
32,9830
409,9830
15982,9830
9853,9830
19761,9830
9832,9830
9366,9830
17254,9830
11676,9830
7034,9830
8490,9830
694,9830
19795,9830
21103,9830
17545,9830
10296,9830
16327,9830
2338,9830
22000,9830
1418,9830
10821,9830
4355,9830
12189,9830
13525,9830
15255,9830
16428,9830
9006,9830
17907,9830
19730,9830
18773,9830
6120,9830
5576,9830
14460,9830
19307,9830
2599,9830
18724,9830
7482,9830
10530,9830
20725,9830
15382,9830
12519,9830
17108,9830
6371,9830
20121,9830
1103,9830
1662,9830
5953,9830
8814,9830
3933,9830
10944,9830
14542,9830
13787,9830
5900,9830
5912,9830
15897,9830
16293,9830
13028,9830
1322,9830
22144,9830
20493,9830
7701,9830
15611,9830
4920,9830
8822,9830
3845,9830
5529,9830
11909,9830
3972,9830
20909,9830
21999,9830
7852,9830
8605,9830
20360,9830
13897,9830
7940,9830
20507,9830
3265,9830
19153,9830
2991,9830
9275,9830
12413,9830
15797,9830
10021,9830
19481,9830
10580,9830
3644,9830
18070,9830
17885,9830
2378,9830
19528,9830
13191,9830
4901,9830
20813,9830
17852,9830
7620,9830
7313,9830
1447,9830
11805,9830
12450,9830
4643,5368
12036,5368
5492,5368
5036,5368
5346,5368
2022,5368
4003,5368
203,5368
1229,5368
7770,5368
15848,5368
15441,5368
16649,5368
8216,5368
2016,5368
10707,5368
11696,5368
19884,5368
11458,5368
9139,5368
21721,5368
795,5368
8085,5368
14521,5368
12369,5368
10756,5368
7534,5368
11856,5368
15421,5368
2741,5368
7063,5368
5665,5368
3372,5368
15782,5368
4382,5368
2617,5368
21950,5368
12408,5368
14764,5368
15896,5368
19858,5368
10689,5368
6966,5368
16206,5368
11200,5368
18043,5368
3450,5368
11003,5368
12045,5368
1233,5368
18619,5368
10634,5368
2078,5368
8309,5368
5329,5368
5419,5368
17324,5368
8005,5368
173,5368
21509,5368
14013,5368
19112,5368
12731,5368
10446,5368
3919,5368
10984,5368
3713,5368
9950,5368
1343,5368
19015,5368
2830,5368
8067,5368
19439,5368
8815,5368
2584,5368
10736,5368
15825,5368
3985,5368
10194,5368
16580,5368
7056,5368
8615,5368
15453,5368
8812,5368
3007,5368
18169,5368
10020,5368
10361,5368
4873,5368
14270,5368
20127,5368
16591,5368
17666,5368
8889,5368
9260,5368
16360,5368
21076,5368
15293,5368
5253,5368
17708,5368
16066,5368
7478,5368
5626,5368
13399,5368
5848,5368
627,5368
21093,5368
692,5368
12830,5368
18187,5368
19503,5368
17495,5368
4169,5368
8594,5368
2265,5368
18314,5368
20487,5368
19895,5368
11407,5368
2071,5368
10110,5368
19836,5368
4884,5368
2620,5368
22122,5368
3980,5368
19190,5368
3604,5368
8794,5368
1364,5368
5549,5368
22103,5368
7454,5368
7346,5368
114,5368
18929,5368
1805,5368
4637,5368
16106,5368
4736,5368
4322,5368
2644,5368
15526,5368
15549,5368
7830,5368
20471,5368
21778,5368
300,5368
3905,5368
10855,5368
16917,5368
16880,5368
19935,5368
19535,5368
10011,5368
10768,5368
19843,5368
15242,5368
21993,5368
7244,5368
17191,5368
6112,5368
7728,5368
22018,5368
13377,5368
21066,5368
21889,5368
9430,5368
19458,5368
19526,5368
2759,5368
14565,5368
6906,5368
5368,5368
15654,5368
4524,5368
17141,5368
4512,5368
17745,5368
17333,5368
7715,5368
8293,5368
15627,5368
6026,5368
11093,5368
13386,5368
7760,5368
6489,5368
20120,5368
477,5368
19429,5368
16957,5368
18908,5368
6125,5368
16434,5368
21260,5368
15738,5368
2604,5368
17122,5368
3393,5368
2947,5368
60,5368
2381,5368
18392,5368
14152,5368
16321,5368
14685,5368
10770,5368
7613,5368
1085,5368
17252,5368
16121,5368
1793,5368
13230,5368
12691,5368
12063,5368
2469,5368
4897,5368
8884,5368
9692,5368
214,5368
12130,5368
17194,5368
13662,5368
5270,5368
10913,5368
20386,5368
9035,5368
1942,5368
21464,5368
10095,5368
14701,5368
6762,5368
3274,5368
13725,5368
9028,5368
9070,5368
18223,5368
16310,5368
14546,5368
5522,5368
9493,5368
3907,5368
2860,5368
5757,5368
10968,5368
11352,5368
78,5368
18842,5368
7185,5368
7400,5368
20548,5368
3795,5368
15475,5368
7554,5368
5071,5368
10292,5368
7699,5368
17757,5368
21144,5368
12444,5368
1463,5368
13241,5368
12206,5368
12645,5368
5985,5368
16083,5368
5533,5368
5634,5368
8434,5368
7407,5368
12365,5368
9739,5368
2390,5368
7576,5368
2816,5368
13566,5368
14593,5368
18593,5368
7629,5368
12803,5368
18839,5368
15932,5368
5464,5368
2338,5368
9721,5368
21503,5368
17907,5368
497,5368
21726,5368
1993,5368
10525,5368
19431,5368
6710,5368
4550,5368
7940,5368
14308,5368
9520,5368
7478,13676
1714,13676
6866,13676
5492,13676
15964,13676
2016,13676
18723,13676
9038,13676
7692,13676
19895,13676
3634,13676
8216,13676
12830,13676
5718,13676
11458,13676
10707,13676
12110,13676
17324,13676
12369,13676
13391,13676
9139,13676
5665,13676
6053,13676
21870,13676
14521,13676
15782,13676
20532,13676
20534,13676
12132,13676
12282,13676
1895,13676
7554,13676
18619,13676
5655,13676
7825,13676
2435,13676
4382,13676
4597,13676
20644,13676
5419,13676
2022,13676
4897,13676
18784,13676
9260,13676
20459,13676
2830,13676
15825,13676
4509,13676
19986,13676
16993,13676
4783,13676
18929,13676
9179,13676
4713,13676
15963,13676
833,13676
7715,13676
3298,13676
6248,13676
16057,13676
7238,13676
114,13676
21598,13676
15316,13676
4400,13676
14999,13676
10044,13676
3010,13676
20585,13676
2071,13676
19190,13676
16580,13676
9532,13676
15785,13676
5720,13676
15630,13676
16421,13676
9351,13676
5398,13676
21093,13676
8429,13676
19809,13676
10758,13676
18483,13676
4322,13676
3450,13676
11407,13676
11590,13676
4553,13676
10940,13676
21081,13676
9186,13676
2187,13676
15224,13676
1194,13676
17948,13676
12855,13676
15251,13676
7676,13676
16106,13676
10131,13676
14718,13676
12652,13676
16316,13676
18219,13676
1919,13676
17683,13676
4352,13676
2942,13676
14846,13676
16085,13676
21360,13676
10215,13676
7853,13676
8884,13676
5869,13676
3606,13676
5038,13676
6720,13676
4776,13676
11093,13676
12914,13676
13601,13676
18772,13676
11775,13676
5281,13676
19637,13676
21993,13676
1829,13676
14152,13676
19175,13676
14546,13676
12360,13676
20744,13676
21202,13676
14053,13676
18986,13676
1648,13676
8987,13676
6937,13676
1611,13676
21629,13676
6333,13676
21749,13676
21595,13676
21698,13676
11858,13676
13300,13676
20169,13676
21116,13676
15336,13676
18070,13676
15198,13676
16422,13676
11352,13676
16184,13676
16620,13676
5166,13676
10158,13676
11717,13676
12774,13676
537,13676
9312,13676
15844,13676
3147,13676
5826,13676
4099,13676
14617,13676
19621,13676
21066,13676
19387,13676
17053,13676
5722,13676
2737,13676
21019,13676
2663,13676
6086,13676
9299,13676
17397,13676
13106,13676
12100,13676
20700,13676
7166,13676
5015,13676
379,13676
16283,13676
18141,13676
7778,13676
6034,13676
1209,13676
134,13676
2642,13676
5054,13676
18791,13676
3367,13676
16629,13676
22034,13676
5273,13676
12326,13676
9761,13676
5446,13676
16632,13676
5588,13676
97,13676
13457,13676
14056,13676
1252,13676
17425,13676
16842,13676
1341,13676
12880,13676
16475,13676
15317,13676
12377,13676
19843,13676
17751,13676
15809,13676
12267,13676
17561,13676
8099,13676
19970,13676
6077,13676
5781,13676
12454,13676
22096,13676
5662,13676
2317,6875
8293,6875
4643,6875
21816,6875
919,6875
6822,6875
5346,6875
21788,6875
16979,6875
7063,6875
4873,6875
7478,6875
9303,6875
12566,6875
202,6875
17324,6875
10818,6875
6766,6875
18723,6875
5170,6875
19671,6875
7692,6875
19481,6875
3450,6875
1852,6875
19949,6875
3556,6875
9467,6875
3634,6875
21551,6875
4244,6875
21889,6875
2022,6875
3371,6875
20829,6875
8216,6875
21081,6875
2016,6875
13365,6875
22062,6875
11686,6875
13570,6875
13094,6875
19393,6875
13168,6875
20726,6875
12408,6875
7087,6875
11937,6875
17266,6875
7389,6875
21417,6875
12369,6875
16660,6875
11696,6875
21934,6875
3687,6875
15421,6875
2115,6875
18750,6875
2094,6875
5859,6875
5265,6875
6674,6875
6153,6875
14270,6875
15441,6875
16407,6875
2451,6875
3132,6875
11936,6875
15896,6875
1644,6875
19033,6875
132,6875
2973,6875
10707,6875
20607,6875
13746,6875
11882,6875
8966,6875
3285,6875
4405,6875
11327,6875
11404,6875
14097,6875
1895,6875
5665,6875
20635,6875
6493,6875
1233,6875
8506,6875
4637,6875
2032,6875
9092,6875
2033,6875
21407,6875
348,6875
7605,6875
1991,6875
1710,6875
1752,6875
18554,6875
12036,6875
14573,6875
7964,6875
19485,6875
18199,6875
14979,6875
1463,6875
11438,6875
3956,6875
15453,6875
853,6875
4166,6875
14525,6875
6194,6875
8531,6875
21743,6875
16329,6875
173,6875
9369,6875
18592,6875
16370,6875
12957,6875
10110,6875
19077,6875
4382,6875
7094,6875
20532,6875
5957,6875
12110,6875
5549,6875
16610,6875
5528,6875
9228,6875
15543,6875
19955,6875
16687,6875
11139,6875
5322,6875
15884,6875
94,6875
6966,6875
13990,6875
906,6875
9311,6875
11851,6875
19484,6875
7471,6875
12282,6875
4075,6875
11200,6875
11820,6875
20774,6875
10730,6875
18672,6875
4070,6875
13904,6875
11003,6875
7244,6875
10634,6875
5308,6875
943,6875
10060,6875
21871,6875
20459,6875
14058,6875
4453,6875
32,6875
18619,6875
14920,6875
5720,6875
8309,6875
3919,6875
20659,6875
5492,6875
18218,6875
4528,6875
496,6875
12392,6875
21721,6875
2071,6875
7148,6875
13771,6875
3753,6875
7594,6875
18596,6875
20921,6875
14060,6875
18928,6875
5084,6875
6666,6875
1541,6875
15697,6875
9247,6875
2235,6875
8000,6875
6183,6875
5626,6875
10736,6875
1571,6875
15795,6875
3177,6875
16531,6875
14310,6875
21629,6875
504,6875
2144,6875
15532,6875
21076,6875
16250,6875
9316,6875
11060,6875
10361,6875
13037,6875
4302,6875
5045,6875
3007,6875
2197,6875
15087,6875
6136,6875
17167,6875
226,6875
3987,6875
4554,6875
15558,6875
13377,6875
21065,6875
1175,6875
21699,6875
8910,6875
19407,6875
17911,6875
18547,6875
9473,6875
3425,6875
4626,6875
15825,6875
7735,6875
20239,6875
2390,6875
15293,6875
12524,6875
11588,6875
15858,6875
8353,6875
17833,6875
13139,6875
2623,6875
2567,6875
9848,6875
11265,6875
8570,6875
5239,6875
18187,6875
20127,6875
4232,6875
3372,6875
2161,6875
11878,6875
20117,6875
15891,6875
11560,6875
19126,6875
16090,6875
11044,6875
1735,6875
3128,6875
9358,6875
6976,6875
993,6875
1942,6875
2713,6875
4319,6875
1966,6875
11155,6875
17340,6875
11407,6875
5669,6875
9139,6875
16285,6875
2718,6875
12467,6875
827,6875
1364,6875
4490,6875
20039,6875
9596,6875
1744,6875
19190,6875
9608,6875
19428,6875
14695,6875
10464,6875
7155,6875
20288,6875
19011,6875
9430,6875
19015,6875
8074,6875
17058,6875
8688,6875
8881,6875
556,6875
18498,6875
7346,6875
3992,6875
21093,6875
18929,6875
8414,6875
8004,6875
14935,6875
676,6875
18889,6875
1805,6875
19831,6875
15963,6875
13281,6875
795,6875
2644,6875
10494,6875
19065,6875
15392,6875
2131,6875
20471,6875
16106,6875
17113,6875
9460,6875
18219,6875
11636,6875
2271,6875
2661,6875
10968,6875
17141,6875
12084,6875
2930,6875
14207,6875
9070,6875
16135,6875
4678,6875
18363,6875
8005,6875
10131,6875
2626,6875
8742,6875
12252,6875
6554,6875
4819,6875
11501,6875
6311,6875
5640,6875
14673,6875
9662,6875
5139,6875
12820,6875
13639,6875
4431,6875
9607,6875
20358,6875
13238,6875
15966,6875
4290,6875
9521,6875
12583,6875
6537,6875
18865,6875
16917,6875
11935,6875
3202,6875
3269,6875
8992,6875
15460,6875
11806,6875
21072,6875
15962,6875
8387,6875
11363,6875
19884,6875
5050,6875
879,6875
20151,6875
20380,6875
15889,6875
17736,6875
11141,6875
3744,6875
9583,6875
19342,6875
20705,6875
20487,6875
11287,6875
18055,6875
15982,6875
12029,6875
18655,6875
15555,6875
2759,6875
16225,6875
17763,6875
13436,6875
4761,6875
20155,6875
20896,6875
7743,6875
21908,6875
1124,6875
6253,6875
1687,6875
14322,6875
14560,6875
19463,6875
19414,6875
12307,6875
13843,6875
8467,6875
14313,6875
15590,6875
19935,6875
13610,6875
15259,6875
15248,6875
18761,6875
10257,6875
2157,6875
13432,6875
17049,6875
21142,6875
6602,6875
18483,6875
10601,6875
13386,6875
835,6875
11093,6875
5253,6875
11213,6875
5778,6875
1341,6875
12877,6875
4179,6875
17666,6875
19059,6875
5698,6875
228,6875
18273,6875
16151,6875
10926,6875
9082,6875
11539,6875
17677,6875
5319,6875
18839,6875
14948,6875
18043,6875
13525,6875
14152,6875
21862,6875
2460,6875
12830,6875
5134,6875
19039,6875
18527,6875
7940,6875
14370,6875
8280,6875
19122,6875
9374,6875
21833,6875
5949,6875
14285,6875
20650,6875
3058,6875
11553,6875
15749,6875
8884,6875
20725,6875
6702,6875
10768,6875
9186,6875
21758,6875
17252,6875
19004,6875
21974,6875
15157,6875
18279,6875
6404,6875
19480,6875
19526,6875
19469,6875
11779,6875
2350,6875
22055,6875
12130,6875
10049,6875
11371,6875
1557,6875
2198,6875
5087,6875
18101,6875
10855,6875
19382,6875
18260,6875
21541,6875
21088,6875
244,6875
19797,6875
20993,6875
15526,6875
18801,6875
5302,6875
18708,6875
22000,6875
14504,6875
19078,6875
19385,6875
5858,6875
10913,6875
13959,6875
2128,6875
5727,6875
12884,6875
7041,6875
4897,6875
8404,6875
9705,6875
10137,6875
6195,6875
4241,6875
21116,6875
18175,6875
4759,6875
18249,6875
2726,6875
19135,6875
17158,6875
3249,6875
7259,6875
2424,6875
21993,6875
10821,6875
20651,6875
12585,6875
10136,6875
4028,6875
8748,6875
19898,6875
5533,6875
18070,6875
16469,6875
20206,6875
9969,6875
3381,6875
13470,6875
20276,6875
20414,6875
14069,6875
15797,6875
21557,6875
4944,6875
16201,6875
12309,6875
12289,6875
15336,6875
3833,6875
8915,6875
13560,6875
1181,6875
16879,6875
3412,6875
22076,6875
19586,6875
18223,6875
15881,6875
12917,6875
21533,6875
16058,6875
2374,6875
5602,6875
4607,6875
7656,6875
705,6875
878,6875
9014,6875
7086,6875
21753,6875
8451,6875
11750,6875
13178,6875
6259,6875
251,6875
13953,6875
14565,6875
9260,6875
7574,6875
13474,6875
18491,6875
14237,6875
19266,6875
6086,6875
4122,6875
10680,6875
6159,6875
9360,6875
9412,6875
18385,6875
14612,6875
10780,6875
14546,6875
9797,6875
21077,6875
13197,6875
12373,6875
5596,6875
12596,6875
18140,6875
15741,6875
21765,6875
3294,6875
19290,6875
17199,6875
9479,6875
19325,6875
17079,6875
10991,6875
18322,6875
3338,6875
17655,6875
14433,6875
16601,6875
12004,6875
12894,6875
10001,6875
14128,6875
18090,6875
13010,6875
8274,6875
9817,6875
18153,6875
6418,6875
574,6875
18178,6875
9438,6875
756,6875
14501,6875
16685,6875
17456,6875
9821,6875
16028,6875
1681,6875
13567,6875
17095,6875
12582,6875
8807,6875
18159,6875
8297,6875
7349,6875
654,6875
19977,6875
7673,6875
16632,6875
15780,6875
4878,6875
11976,6875
16617,6875
17149,6875
17173,6875
16378,6875
9111,6875
766,6875
11925,6875
11372,6875
19836,6875
9221,6875
4282,6875
14561,6875
12803,6875
14572,6875
16947,6875
13213,6875
2190,6875
13545,6875
864,6875
21349,6875
3578,6875
12020,6875
18873,6875
948,6875
13207,6875
14405,6875
14254,6875
16684,6875
45,6875
12810,6875
21811,6875
20385,6875
16896,6875
18933,6875
11803,6875
15158,6875
13255,6875
7651,6875
1267,6875
15865,6875
19329,6875
16881,6875
6157,6875
13760,6875
1689,6875
12972,6875
12519,6875
17108,6875
6371,6875
5479,6875
12237,6875
22144,6875
7350,6875
6862,6875
18312,6875
11859,6875
7670,6875
17090,6875
22077,6875
20959,6875
12135,2759
15372,2759
21816,2759
1714,2759
13656,2759
9737,2759
14525,2759
12566,2759
21551,2759
13507,2759
19485,2759
15848,2759
4374,2759
15396,2759
1229,2759
18723,2759
11181,2759
6933,2759
7692,2759
20532,2759
2915,2759
8216,2759
5322,2759
9426,2759
13365,2759
19949,2759
20156,2759
14519,2759
20459,2759
6157,2759
9369,2759
21417,2759
2713,2759
3580,2759
20638,2759
20280,2759
4880,2759
14272,2759
17324,2759
12369,2759
20529,2759
1926,2759
21564,2759
783,2759
17046,2759
2094,2759
10756,2759
21217,2759
3556,2759
11774,2759
19671,2759
20160,2759
15590,2759
3132,2759
10178,2759
12722,2759
3956,2759
132,2759
16914,2759
2451,2759
7605,2759
5665,2759
9571,2759
348,2759
2659,2759
18554,2759
1463,2759
3098,2759
12338,2759
7130,2759
2617,2759
16799,2759
12110,2759
1169,2759
7306,2759
5769,2759
15417,2759
15884,2759
17149,2759
3470,2759
6734,2759
16721,2759
8974,2759
15896,2759
16779,2759
16432,2759
7120,2759
21318,2759
10976,2759
19955,2759
17693,2759
9311,2759
2033,2759
21358,2759
20534,2759
5446,2759
10967,2759
3875,2759
11992,2759
21811,2759
5109,2759
4075,2759
19484,2759
927,2759
12282,2759
17157,2759
13352,2759
21827,2759
20774,2759
3220,2759
4124,2759
19048,2759
11484,2759
6142,2759
8815,2759
19993,2759
13813,2759
1752,2759
15551,2759
6918,2759
13892,2759
7447,2759
9316,2759
10173,2759
18199,2759
21725,2759
11003,2759
4070,2759
943,2759
16399,2759
11697,2759
3156,2759
2664,2759
16099,2759
8471,2759
19312,2759
1895,2759
196,2759
813,2759
18672,2759
12969,2759
2881,2759
4470,2759
7148,2759
11595,2759
4382,2759
8309,2759
4766,2759
17788,2759
13525,2759
5167,2759
15297,2759
7686,2759
